id_x,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,amount_rupiah,id_y,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,is_fraud,monthly_spending,avg_transaction,transaction_frequency,budget,budget_usage,user_category,user_category_encoded,warning
8469733,2010-09-04 07:35:00,1063.0,2015.0,89.48,Swipe Transaction,64057.0,Apple River,IL,61001.0,4111.0,Insufficient Balance,1431680,1063,64,66,1956,2,Male,690 Jefferson Lane,41.91,-89.06,$18590,$37898,$36994,716,5,1,1431680,1431680.0,1,5000000,28.633599999999998,Hemat,1,Aman
8235014,2010-07-09 11:43:00,1296.0,3708.0,22.22,Swipe Transaction,14636.0,Longwood,FL,32750.0,4121.0,Technical Glitch,355520,1296,60,64,1959,11,Female,2468 Spruce Drive,28.7,-81.34,$22896,$46683,$93126,788,5,1,1955520,977760.0,2,5000000,39.1104,Hemat,1,Aman
8187493,2010-06-27 20:20:00,502.0,2018.0,75.35,Swipe Transaction,59935.0,Rigby,ID,83442.0,5499.0,Insufficient Balance,1205600,502,46,66,1974,1,Male,434 Bayview Avenue,40.93,-79.59,$17870,$36440,$30574,745,2,1,1205600,1205600.0,1,5000000,24.112000000000002,Hemat,1,Aman
8254844,2010-07-14 09:35:00,451.0,5810.0,32.62,Swipe Transaction,18131.0,Garland,TX,75043.0,4111.0,Insufficient Balance,521920,451,65,67,1954,12,Male,654 Birch Lane,41.26,-96.01,$14199,$28951,$56777,711,2,1,521920,521920.0,1,5000000,10.4384,Hemat,1,Aman
9390808,2011-04-11 06:56:00,1295.0,3318.0,7.2,Swipe Transaction,83480.0,Duluth,MN,55807.0,9402.0,Bad PIN,115200,1295,70,70,1950,2,Female,888 Lincoln Street,46.78,-92.11,$17474,$27772,$14408,788,4,1,115200,115200.0,1,5000000,2.3040000000000003,Hemat,1,Aman
8934262,2010-12-24 11:20:00,1145.0,4331.0,153.26,Swipe Transaction,81833.0,Wisconsin Dells,WI,53965.0,5912.0,Insufficient Balance,2452160,1145,43,65,1977,1,Female,7512 South Boulevard,44.26,-88.39,$36825,$75080,$35268,747,3,1,2452160,2452160.0,1,5000000,49.0432,Hemat,1,Aman
9013752,2011-01-12 07:59:00,1104.0,4768.0,67.0,Swipe Transaction,61195.0,Pompano Beach,FL,33060.0,5541.0,Insufficient Balance,1072000,1104,91,66,1928,3,Male,120 Lafayette Boulevard,26.23,-80.13,$18266,$40141,$805,850,6,1,1072000,1072000.0,1,5000000,21.44,Hemat,1,Aman
7647586,2010-02-13 19:30:00,1888.0,1017.0,-51.0,Swipe Transaction,59935.0,Farmington,MN,55024.0,5499.0,Insufficient Balance,-816000,1888,75,59,1944,6,Female,7854 Plum Avenue,44.65,-93.17,$28429,$41513,$15899,748,3,1,1903840,634613.3333333334,3,5000000,38.0768,Hemat,1,Aman
8645905,2010-10-16 13:28:00,782.0,4169.0,14.92,Swipe Transaction,44682.0,Defiance,OH,43512.0,5813.0,Insufficient Balance,238720,782,51,66,1968,7,Female,2554 11th Lane,41.28,-84.36,$18229,$37169,$93844,722,3,1,9483840,4741920.0,2,5000000,189.67680000000001,Boros,0,Warning Budget Hampir Habis
7791860,2010-03-22 07:02:00,1147.0,2042.0,7.23,Swipe Transaction,20519.0,Indianapolis,IN,46234.0,5942.0,Bad PIN,115680,1147,80,69,1939,3,Male,614 Spruce Avenue,40.6,-74.76,$46827,$104692,$6955,704,2,1,115680,115680.0,1,5000000,2.3136,Hemat,1,Aman
8479031,2010-09-06 11:27:00,870.0,3257.0,136.47,Swipe Transaction,4439.0,Bowie,MD,20716.0,5651.0,Insufficient Balance,2183520,870,63,64,1956,3,Female,1389 Park Lane,38.64,-76.9,$35114,$71593,$132181,821,3,1,2183520,2183520.0,1,5000000,43.6704,Hemat,1,Aman
9378966,2011-04-08 08:32:00,1730.0,277.0,9.2,Swipe Transaction,24504.0,Jersey City,NJ,7306.0,4214.0,Bad PIN,147200,1730,52,65,1967,10,Female,445 West Boulevard,40.71,-74.06,$21642,$44128,$148684,739,3,1,147200,147200.0,1,5000000,2.944,Hemat,1,Aman
9347024,2011-03-31 17:54:00,96.0,3695.0,-62.0,Swipe Transaction,61195.0,Yorba Linda,CA,92886.0,5541.0,Bad PIN,-992000,96,69,66,1950,12,Female,20 Oak Street,33.89,-117.78,$38948,$99825,$4344,685,4,1,3851840,1283946.6666666667,3,5000000,77.0368,Normal,2,Aman
9582144,2011-05-25 15:57:00,932.0,2614.0,66.15,Swipe Transaction,26810.0,Cotton Valley,LA,71018.0,5541.0,Insufficient Balance,1058400,932,67,69,1953,2,Male,295 West Avenue,32.36,-92.97,$16760,$34172,$71366,811,6,1,1058400,1058400.0,1,5000000,21.168,Hemat,1,Aman
9315373,2011-03-24 11:23:00,285.0,2927.0,26.4,Swipe Transaction,24823.0,Watsonville,CA,95076.0,7538.0,Technical Glitch,422400,285,62,69,1957,8,Male,702 Elm Drive,36.95,-121.72,$16920,$34496,$33122,731,5,1,552480,276240.0,2,5000000,11.0496,Hemat,1,Aman
9686798,2011-06-19 07:01:00,954.0,2644.0,80.0,Swipe Transaction,27092.0,Riverside,CA,92508.0,4829.0,Insufficient Balance,1280000,954,51,65,1968,6,Male,691 Ocean View Street,33.93,-117.49,$18619,$37963,$102716,772,4,1,2560000,1280000.0,2,5000000,51.2,Normal,2,Aman
9346389,2011-03-31 15:03:00,96.0,3695.0,200.0,Swipe Transaction,27092.0,Yorba Linda,CA,92886.0,4829.0,Insufficient Balance,3200000,96,69,66,1950,12,Female,20 Oak Street,33.89,-117.78,$38948,$99825,$4344,685,4,1,3851840,1283946.6666666667,3,5000000,77.0368,Normal,2,Aman
9827711,2011-07-21 15:34:00,483.0,2121.0,78.39,Swipe Transaction,69752.0,Burlington,WA,98233.0,5300.0,Insufficient Balance,1254240,483,49,68,1971,2,Female,253 West Drive,48.53,-122.31,$19604,$39969,$68456,713,3,1,1254240,1254240.0,1,5000000,25.0848,Hemat,1,Aman
9172188,2011-02-18 14:08:00,254.0,1247.0,1.72,Swipe Transaction,71468.0,Boulder,CO,80302.0,7210.0,Bad PIN,27520,254,30,66,1989,5,Male,323 Eighth Drive,40.02,-105.25,$33151,$67589,$0,734,3,1,27520,27520.0,1,5000000,0.5504,Hemat,1,Aman
9142526,2011-02-11 13:58:00,1453.0,1117.0,80.77,Swipe Transaction,33041.0,Parrish,AL,35580.0,5411.0,Insufficient Balance,1292320,1453,37,73,1982,11,Female,4830 Ocean Drive,33.73,-87.28,$17716,$36122,$51593,641,2,1,1292320,1292320.0,1,5000000,25.846400000000003,Hemat,1,Aman
8888174,2010-12-13 12:43:00,1758.0,3440.0,0.12,Swipe Transaction,14528.0,Meridian,MS,39301.0,5499.0,Insufficient Balance,1920,1758,57,66,1963,1,Male,126 Valley Drive,32.32,-90.2,$11061,$22556,$43260,645,4,1,1920,1920.0,1,5000000,0.038400000000000004,Hemat,1,Aman
9397348,2011-04-12 13:37:00,1274.0,2905.0,113.9,Swipe Transaction,81833.0,Pawtucket,RI,2860.0,5912.0,Insufficient Balance,1822400,1274,49,61,1970,4,Female,824 West Drive,41.95,-71.7,$24260,$49464,$123198,705,6,1,1822400,1822400.0,1,5000000,36.448,Hemat,1,Aman
7926429,2010-04-24 16:01:00,468.0,5532.0,9.45,Swipe Transaction,16751.0,Iowa City,IA,52240.0,7542.0,Bad PIN,151200,468,48,65,1971,9,Female,76 Lexington Boulevard,41.65,-91.53,$23238,$47374,$35312,714,2,1,151200,151200.0,1,5000000,3.024,Hemat,1,Aman
7801938,2010-03-24 13:36:00,19.0,5974.0,8.42,Swipe Transaction,83599.0,Santa Barbara,CA,93101.0,5912.0,Insufficient Balance,134720,19,82,68,1937,5,Female,6577 Catherine Lane,34.41,-119.7,$23071,$34903,$1336,630,1,1,134720,134720.0,1,5000000,2.6944,Hemat,1,Aman
9470370,2011-04-29 12:30:00,728.0,1174.0,78.05,Swipe Transaction,60569.0,Lees Summit,MO,64063.0,5300.0,Insufficient Balance,1248800,728,30,67,1989,7,Female,385 Grant Street,39.08,-94.35,$16224,$33076,$50117,721,3,1,1248800,1248800.0,1,5000000,24.976000000000003,Hemat,1,Aman
7941993,2010-04-28 12:55:00,858.0,2633.0,-65.0,Swipe Transaction,5248.0,Georgetown,TX,78633.0,5499.0,Insufficient Balance,-1040000,858,47,67,1972,11,Male,335 Valley Stream Boulevard,29.5,-97.44,$15092,$30774,$51428,700,3,1,-1040000,-1040000.0,1,5000000,-20.8,Hemat,1,Aman
9210327,2011-02-27 16:42:00,52.0,4976.0,132.65,Swipe Transaction,58666.0,Pawling,NY,12564.0,5300.0,Insufficient Balance,2122400,52,56,66,1963,4,Female,13 Rose Boulevard,41.56,-73.59,$31288,$63796,$82173,730,3,1,2122400,2122400.0,1,5000000,42.448,Hemat,1,Aman
7791056,2010-03-21 20:40:00,764.0,3727.0,-54.0,Swipe Transaction,59935.0,Warner Robins,GA,31088.0,5499.0,Insufficient Balance,-864000,764,77,68,1943,1,Female,6864 Norfolk Boulevard,32.61,-83.63,$20835,$31066,$20902,712,4,1,-864000,-864000.0,1,5000000,-17.28,Hemat,1,Aman
8047030,2010-05-24 12:25:00,1972.0,2466.0,8.39,Swipe Transaction,35166.0,Hampton,GA,30228.0,5411.0,Insufficient Balance,134240,1972,73,68,1946,3,Female,3802 Maple Street,41.47,-81.67,$9389,$13089,$10928,772,4,1,134240,134240.0,1,5000000,2.6848,Hemat,1,Aman
7544937,2010-01-18 18:35:00,1103.0,2599.0,39.22,Swipe Transaction,36934.0,Hayden,ID,83835.0,7538.0,Insufficient Balance,627520,1103,45,70,1974,5,Female,31 Jefferson Boulevard,47.09,-116.46,$12618,$25723,$34007,746,3,1,627520,627520.0,1,5000000,12.5504,Hemat,1,Aman
8116086,2010-06-10 11:17:00,1740.0,5885.0,15.88,Swipe Transaction,50783.0,Indianapolis,IN,46217.0,5411.0,Bad PIN,254080,1740,36,67,1983,12,Male,42720 East Drive,42.86,-88.33,$28215,$57532,$61268,735,4,1,254080,254080.0,1,5000000,5.0816,Hemat,1,Aman
9355014,2011-04-02 16:20:00,1228.0,3333.0,2.09,Swipe Transaction,75781.0,Austin,TX,78717.0,5411.0,Technical Glitch,33440,1228,54,61,1965,7,Male,456 Sixth Boulevard,30.26,-97.74,$23287,$47482,$59590,726,5,1,33440,33440.0,1,5000000,0.6688000000000001,Hemat,1,Aman
9452775,2011-04-25 12:25:00,1640.0,4967.0,8.66,Swipe Transaction,59397.0,Grass Lake,MI,49240.0,5812.0,Bad PIN,138560,1640,67,71,1952,10,Female,311 Washington Lane,41.89,-84.04,$17144,$34954,$5942,729,3,1,138560,138560.0,1,5000000,2.7712,Hemat,1,Aman
8824066,2010-11-28 09:13:00,1662.0,4541.0,30.31,Swipe Transaction,75781.0,Carlyle,IL,62231.0,5411.0,Bad PIN,484960,1662,41,67,1978,5,Male,469 Pine Street,38.53,-90.0,$24509,$49967,$58582,712,4,1,484960,484960.0,1,5000000,9.6992,Hemat,1,Aman
8737802,2010-11-07 14:29:00,442.0,141.0,93.13,Swipe Transaction,61195.0,Chesterfield,MO,63017.0,5541.0,Insufficient Balance,1490080,442,47,66,1972,8,Male,801 12th Drive,38.33,-90.4,$23836,$48600,$23992,791,5,1,1490080,1490080.0,1,5000000,29.8016,Hemat,1,Aman
8244536,2010-07-11 17:18:00,1018.0,5970.0,64.62,Swipe Transaction,10156.0,Palm Coast,FL,32137.0,5812.0,Insufficient Balance,1033920,1018,90,71,1929,10,Female,350 Main Boulevard,29.57,-81.21,$17142,$31805,$614,755,6,1,1033920,1033920.0,1,5000000,20.6784,Hemat,1,Aman
9556673,2011-05-19 16:11:00,1341.0,4098.0,78.23,Swipe Transaction,48618.0,Columbia City,IN,46725.0,5251.0,Insufficient Balance,1251680,1341,87,72,1932,8,Male,4713 First Boulevard,41.15,-85.48,$19914,$30349,$2985,686,4,1,1251680,1251680.0,1,5000000,25.0336,Hemat,1,Aman
8124297,2010-06-12 12:53:00,1634.0,2464.0,30.21,Swipe Transaction,67570.0,Brownsville,TX,78521.0,5311.0,Insufficient Balance,483360,1634,66,68,1953,3,Male,703 West Drive,26.18,-98.11,$10091,$20577,$60152,825,4,1,483360,483360.0,1,5000000,9.6672,Hemat,1,Aman
9388095,2011-04-10 12:45:00,432.0,4301.0,22.67,Swipe Transaction,79502.0,Newland,NC,28657.0,5211.0,Bad PIN,362720,432,55,64,1964,11,Female,4329 El Camino Boulevard,36.08,-81.92,$13018,$26546,$32087,686,5,1,362720,362720.0,1,5000000,7.2543999999999995,Hemat,1,Aman
8890787,2010-12-14 07:02:00,1424.0,4710.0,-97.0,Swipe Transaction,26810.0,Sedona,AZ,86351.0,5541.0,Insufficient Balance,-1552000,1424,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,$13086,$15348,$1396,761,4,1,-1021120,-510560.0,2,5000000,-20.4224,Hemat,1,Aman
8125145,2010-06-12 16:05:00,1296.0,67.0,100.0,Swipe Transaction,27092.0,Mims,FL,32754.0,4829.0,Bad PIN,1600000,1296,60,64,1959,11,Female,2468 Spruce Drive,28.7,-81.34,$22896,$46683,$93126,788,5,1,1955520,977760.0,2,5000000,39.1104,Hemat,1,Aman
7488904,2010-01-04 12:14:00,515.0,3235.0,2.16,Swipe Transaction,91264.0,Longview,TX,75604.0,5814.0,Bad PIN,34560,515,61,63,1958,10,Male,9525 First Boulevard,32.51,-94.76,$20531,$41865,$60911,676,4,1,34560,34560.0,1,5000000,0.6911999999999999,Hemat,1,Aman
7948125,2010-04-30 02:08:00,98.0,4237.0,50.52,Swipe Transaction,30645.0,Danville,IL,61832.0,5211.0,Insufficient Balance,808320,98,80,67,1939,4,Female,7872 Oak Drive,40.14,-87.61,$15755,$16646,$1639,590,2,1,808320,808320.0,1,5000000,16.1664,Hemat,1,Aman
8994892,2011-01-07 14:41:00,114.0,3398.0,-92.0,Swipe Transaction,59935.0,North Hollywood,CA,91606.0,5499.0,Technical Glitch,-1472000,114,47,65,1972,12,Female,112 Elm Avenue,34.18,-118.39,$16892,$34441,$907,725,4,1,-1288960,-644480.0,2,5000000,-25.779200000000003,Hemat,1,Aman
8775187,2010-11-16 12:40:00,696.0,5612.0,1.59,Swipe Transaction,75936.0,Woodmere,NY,11598.0,5814.0,Bad PIN,25440,696,74,67,1945,7,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766,8,1,25440,25440.0,1,5000000,0.5087999999999999,Hemat,1,Aman
8988980,2011-01-06 09:41:00,1164.0,5757.0,89.34,Swipe Transaction,81833.0,San Francisco,CA,94117.0,5912.0,Technical Glitch,1429440,1164,43,70,1976,9,Male,9620 Valley Stream Drive,37.76,-122.44,$53797,$109687,$183855,675,1,1,1429440,1429440.0,1,5000000,28.5888,Hemat,1,Aman
9088877,2011-01-29 21:42:00,275.0,3036.0,74.51,Swipe Transaction,67570.0,Port Arthur,TX,77640.0,5311.0,Insufficient Balance,1192160,275,43,58,1977,2,Female,973 River Street,29.56,-95.02,$37415,$76288,$120771,710,4,1,1192160,1192160.0,1,5000000,23.8432,Hemat,1,Aman
7481370,2010-01-02 13:38:00,198.0,3647.0,64.54,Swipe Transaction,13646.0,Tampa,FL,33614.0,7538.0,Insufficient Balance,1032640,198,49,73,1970,3,Female,732 Lincoln Drive,27.95,-82.48,$15447,$31497,$30805,702,3,1,1032640,1032640.0,1,5000000,20.6528,Hemat,1,Aman
9249296,2011-03-08 18:08:00,146.0,2470.0,43.66,Swipe Transaction,75936.0,Batavia,IL,60510.0,5814.0,Insufficient Balance,698560,146,47,67,1972,7,Female,45 Ocean Lane,41.85,-88.3,$33701,$68710,$201796,717,3,1,698560,698560.0,1,5000000,13.9712,Hemat,1,Aman
9588244,2011-05-27 07:16:00,1115.0,1014.0,72.53,Swipe Transaction,81591.0,Tyler,TX,75706.0,5300.0,Insufficient Balance,1160480,1115,53,73,1966,9,Male,94 Jefferson Drive,32.32,-95.3,$14811,$30198,$40950,693,6,1,1160480,1160480.0,1,5000000,23.2096,Hemat,1,Aman
8571508,2010-09-28 13:43:00,414.0,3958.0,25.55,Swipe Transaction,61195.0,New Providence,NJ,7974.0,5541.0,Insufficient Balance,408800,414,45,66,1975,1,Female,471 Eighth Lane,40.79,-74.47,$55362,$112875,$44432,709,2,1,408800,408800.0,1,5000000,8.176,Hemat,1,Aman
7881793,2010-04-13 12:50:00,459.0,5827.0,42.49,Swipe Transaction,15252.0,Blackville,SC,29817.0,5300.0,Insufficient Balance,679840,459,65,70,1954,5,Male,9079 Second Drive,33.36,-81.28,$12387,$25257,$83995,734,6,1,679840,679840.0,1,5000000,13.5968,Hemat,1,Aman
8503479,2010-09-12 09:50:00,1888.0,1017.0,76.99,Swipe Transaction,26810.0,Farmington,MN,55024.0,5541.0,Insufficient Balance,1231840,1888,75,59,1944,6,Female,7854 Plum Avenue,44.65,-93.17,$28429,$41513,$15899,748,3,1,1903840,634613.3333333334,3,5000000,38.0768,Hemat,1,Aman
8136725,2010-06-15 12:17:00,1842.0,3743.0,80.0,Swipe Transaction,27092.0,Rio Rancho,NM,87124.0,4829.0,Insufficient Balance,1280000,1842,45,64,1974,10,Male,41307 Main Lane,35.11,-106.62,$15385,$31373,$58481,637,2,1,1280000,1280000.0,1,5000000,25.6,Hemat,1,Aman
8685913,2010-10-26 07:53:00,1871.0,2430.0,41.52,Swipe Transaction,15574.0,Hemingway,SC,29554.0,3393.0,Insufficient Balance,664320,1871,83,65,1936,7,Male,3241 Park Lane,35.11,-106.62,$15385,$16611,$1797,696,5,1,664320,664320.0,1,5000000,13.2864,Hemat,1,Aman
7725520,2010-03-05 10:29:00,1459.0,3383.0,64.0,Swipe Transaction,50867.0,Albuquerque,NM,87121.0,5541.0,Insufficient Balance,1024000,1459,53,65,1967,2,Male,9385 Birch Street,35.11,-106.62,$15385,$31369,$0,707,3,1,1024000,1024000.0,1,5000000,20.48,Hemat,1,Aman
8462542,2010-09-02 10:25:00,4.0,4201.0,17.13,Swipe Transaction,75781.0,Seattle,WA,98122.0,5411.0,Technical Glitch,274080,4,54,72,1965,3,Female,6016 Little Creek Boulevard,47.61,-122.3,$37485,$76431,$115362,716,5,1,274080,274080.0,1,5000000,5.481599999999999,Hemat,1,Aman
7564612,2010-01-24 00:11:00,114.0,3398.0,11.44,Swipe Transaction,53993.0,North Hollywood,CA,91606.0,5310.0,Bad PIN,183040,114,47,65,1972,12,Female,112 Elm Avenue,34.18,-118.39,$16892,$34441,$907,725,4,1,-1288960,-644480.0,2,5000000,-25.779200000000003,Hemat,1,Aman
8701571,2010-10-29 21:19:00,711.0,4689.0,-80.0,Swipe Transaction,22204.0,Staunton,IL,62088.0,5541.0,Insufficient Balance,-1280000,711,39,60,1980,10,Male,6757 Eighth Avenue,39.01,-89.78,$20056,$40894,$51844,657,1,1,-1280000,-1280000.0,1,5000000,-25.6,Hemat,1,Aman
7703909,2010-02-28 03:22:00,1030.0,3828.0,4.34,Swipe Transaction,77572.0,Vancouver,WA,98684.0,5411.0,Bad PIN,69440,1030,44,71,1975,10,Male,168 Mill Drive,45.63,-122.52,$22050,$44963,$90682,705,4,1,69440,69440.0,1,5000000,1.3888,Hemat,1,Aman
8843021,2010-12-02 15:36:00,1752.0,3880.0,-75.0,Swipe Transaction,22204.0,Abbeville,LA,70510.0,5541.0,Technical Glitch,-1200000,1752,34,60,1986,1,Female,887 Grant Street,29.97,-92.12,$18730,$38190,$81262,810,1,1,-1200000,-1200000.0,1,5000000,-24.0,Hemat,1,Aman
8394608,2010-08-17 03:25:00,1802.0,5836.0,88.55,Swipe Transaction,82981.0,Monroe Township,NJ,8831.0,5912.0,Technical Glitch,1416800,1802,39,62,1980,11,Female,719 Third Lane,40.34,-74.44,$29088,$59313,$102360,802,2,1,1416800,1416800.0,1,5000000,28.336,Hemat,1,Aman
9351725,2011-04-01 20:07:00,760.0,5876.0,78.02,Swipe Transaction,18215.0,Marion,OH,43302.0,5719.0,Insufficient Balance,1248320,760,56,64,1964,2,Female,532 Sixth Drive,39.98,-82.98,$18420,$37558,$72514,778,3,1,1248320,1248320.0,1,5000000,24.9664,Hemat,1,Aman
8401387,2010-08-18 14:19:00,11.0,243.0,15.92,Swipe Transaction,25887.0,Reisterstown,MD,21136.0,5814.0,Bad PIN,254720,11,39,67,1980,10,Female,6339 Fourth Street,39.45,-76.81,$33175,$67643,$0,714,6,1,254720,254720.0,1,5000000,5.0944,Hemat,1,Aman
9021657,2011-01-14 01:09:00,1988.0,2161.0,96.52,Swipe Transaction,81833.0,San Antonio,TX,78212.0,5912.0,Technical Glitch,1544320,1988,59,67,1960,8,Male,763 Essex Avenue,25.77,-80.2,$53676,$109440,$180865,737,5,1,1544320,1544320.0,1,5000000,30.886400000000002,Hemat,1,Aman
7481066,2010-01-02 12:28:00,1874.0,5789.0,32.42,Swipe Transaction,59935.0,Miami,FL,33175.0,5499.0,Insufficient Balance,518720,1874,49,66,1970,9,Male,7505 Tenth Boulevard,25.77,-80.2,$18828,$38390,$87923,783,4,1,518720,518720.0,1,5000000,10.3744,Hemat,1,Aman
9237603,2011-03-06 07:26:00,1616.0,4734.0,180.0,Swipe Transaction,27092.0,Atlanta,GA,30306.0,4829.0,Insufficient Balance,2880000,1616,48,70,1971,8,Male,469 First Lane,33.0,-97.23,$46232,$94260,$39326,815,4,1,2880000,2880000.0,1,5000000,57.599999999999994,Normal,2,Aman
9778496,2011-07-10 12:00:00,699.0,4283.0,8.24,Swipe Transaction,75938.0,Riverside,IA,52327.0,5411.0,Technical Glitch,131840,699,42,68,1978,2,Male,9141 Ocean View Lane,41.48,-91.57,$22308,$45475,$68358,698,3,1,131840,131840.0,1,5000000,2.6368,Hemat,1,Aman
9842398,2011-07-25 08:09:00,494.0,3273.0,4.74,Swipe Transaction,22204.0,Laurel,MD,20708.0,5541.0,Technical Glitch,75840,494,39,68,1980,5,Male,700 Rose Avenue,39.09,-76.85,$27635,$56347,$32530,779,3,1,75840,75840.0,1,5000000,1.5168,Hemat,1,Aman
8345678,2010-08-05 08:14:00,1084.0,3064.0,24.99,Swipe Transaction,82981.0,Tacoma,WA,98404.0,5912.0,Insufficient Balance,399840,1084,36,66,1984,1,Male,152 West Drive,47.26,-122.45,$31518,$64262,$75415,775,4,1,399840,399840.0,1,5000000,7.9967999999999995,Hemat,1,Aman
9076880,2011-01-27 06:22:00,137.0,5442.0,43.67,Swipe Transaction,57002.0,Johnson City,TN,37604.0,5310.0,Insufficient Balance,698720,137,33,65,1986,7,Female,3177 Oak Avenue,36.33,-82.36,$20142,$41069,$64073,644,3,1,698720,698720.0,1,5000000,13.974400000000001,Hemat,1,Aman
8492256,2010-09-09 12:42:00,1192.0,1211.0,12.79,Swipe Transaction,49789.0,Salisbury,NC,28147.0,5541.0,Bad Zipcode,204640,1192,44,68,1976,2,Female,1450 Rose Drive,44.22,-93.44,$19630,$40026,$70877,768,1,1,204640,204640.0,1,5000000,4.0927999999999995,Hemat,1,Aman
9044801,2011-01-19 13:13:00,793.0,4234.0,100.21,Swipe Transaction,43111.0,Fort Lauderdale,FL,33309.0,4900.0,Insufficient Balance,1603360,793,73,60,1946,8,Female,658 Plum Avenue,26.14,-80.13,$21084,$42593,$16083,703,2,1,1603360,1603360.0,1,5000000,32.0672,Hemat,1,Aman
9135989,2011-02-10 06:49:00,1242.0,4162.0,82.39,Swipe Transaction,27601.0,Chicago,IL,60620.0,7538.0,Insufficient Balance,1318240,1242,52,69,1967,10,Female,549 Tenth Avenue,41.83,-87.68,$14963,$30509,$56953,641,2,1,1318240,1318240.0,1,5000000,26.3648,Hemat,1,Aman
7706782,2010-02-28 16:06:00,80.0,4492.0,109.3,Swipe Transaction,79614.0,Grover Hill,OH,45849.0,5912.0,Insufficient Balance,1748800,80,82,67,1937,8,Female,362 Martin Luther King Street,41.01,-84.47,$15090,$21815,$1597,498,5,1,1748800,1748800.0,1,5000000,34.976,Hemat,1,Aman
